"region";"nivå";"kjønn";"år";"statistikkvariabel";"09429: Personer 16 år og over, etter region, nivå, kjønn, år og statistikkvariabel"
"3045 Sigdal (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2023";"Personer 16 år og over";3
"3045 Sigdal (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2020";"Personer 16 år og over";8
"3045 Sigdal (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2021";"Personer 16 år og over";8
"3045 Sigdal (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2022";"Personer 16 år og over";9
"3045 Sigdal (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2023";"Personer 16 år og over";10
"3046 Krødsherad (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2020";"Personer 16 år og over";1801
"3046 Krødsherad (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2021";"Personer 16 år og over";1806
"3046 Krødsherad (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2022";"Personer 16 år og over";1822
"3046 Krødsherad (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2023";"Personer 16 år og over";1865
"3046 Krødsherad (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2020";"Personer 16 år og over";884
"3046 Krødsherad (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2021";"Personer 16 år og over";891
"3046 Krødsherad (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2022";"Personer 16 år og over";896
"3046 Krødsherad (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2023";"Personer 16 år og over";912
"3046 Krødsherad (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2020";"Personer 16 år og over";917
"3046 Krødsherad (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2021";"Personer 16 år og over";915
"3046 Krødsherad (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2022";"Personer 16 år og over";926
"3046 Krødsherad (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2023";"Personer 16 år og over";953
"3046 Krødsherad (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";538
"3046 Krødsherad (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";529
"3046 Krødsherad (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";529
"3046 Krødsherad (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";533
"3046 Krødsherad (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";252
"3046 Krødsherad (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";247
"3046 Krødsherad (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";244
"3046 Krødsherad (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";239
"3046 Krødsherad (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2020";"Personer 16 år og over";286
"3046 Krødsherad (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2021";"Personer 16 år og over";282
"3046 Krødsherad (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2022";"Personer 16 år og over";285
"3046 Krødsherad (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2023";"Personer 16 år og over";294
"3046 Krødsherad (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";779
"3046 Krødsherad (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";781
"3046 Krødsherad (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";780
"3046 Krødsherad (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";782
"3046 Krødsherad (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2020";"Personer 16 år og over";366
"3046 Krødsherad (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2021";"Personer 16 år og over";367
"3046 Krødsherad (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2022";"Personer 16 år og over";364
"3046 Krødsherad (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2023";"Personer 16 år og over";364
"3046 Krødsherad (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2020";"Personer 16 år og over";413
"3046 Krødsherad (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2021";"Personer 16 år og over";414
"3046 Krødsherad (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2022";"Personer 16 år og over";416
"3046 Krødsherad (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2023";"Personer 16 år og over";418
"3046 Krødsherad (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";54
"3046 Krødsherad (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";54
"3046 Krødsherad (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";55
"3046 Krødsherad (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";63
"3046 Krødsherad (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";22
"3046 Krødsherad (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";21
"3046 Krødsherad (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";24
"3046 Krødsherad (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";26
"3046 Krødsherad (2020-2023)";"11 Fagskolenivå";"1 Menn";"2020";"Personer 16 år og over";32
"3046 Krødsherad (2020-2023)";"11 Fagskolenivå";"1 Menn";"2021";"Personer 16 år og over";33
"3046 Krødsherad (2020-2023)";"11 Fagskolenivå";"1 Menn";"2022";"Personer 16 år og over";31
"3046 Krødsherad (2020-2023)";"11 Fagskolenivå";"1 Menn";"2023";"Personer 16 år og over";37
"3046 Krødsherad (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2020";"Personer 16 år og over";334
"3046 Krødsherad (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2021";"Personer 16 år og over";341
"3046 Krødsherad (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2022";"Personer 16 år og over";349
"3046 Krødsherad (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2023";"Personer 16 år og over";357
"3046 Krødsherad (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2020";"Personer 16 år og over";198
"3046 Krødsherad (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2021";"Personer 16 år og over";211
"3046 Krødsherad (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2022";"Personer 16 år og over";215
"3046 Krødsherad (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2023";"Personer 16 år og over";219
"3046 Krødsherad (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2020";"Personer 16 år og over";136
"3046 Krødsherad (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2021";"Personer 16 år og over";130
"3046 Krødsherad (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2022";"Personer 16 år og over";134
"3046 Krødsherad (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2023";"Personer 16 år og over";138
"3046 Krødsherad (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2020";"Personer 16 år og over";85
"3046 Krødsherad (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2021";"Personer 16 år og over";88
"3046 Krødsherad (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2022";"Personer 16 år og over";99
"3046 Krødsherad (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2023";"Personer 16 år og over";121
"3046 Krødsherad (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2020";"Personer 16 år og over";39
"3046 Krødsherad (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2021";"Personer 16 år og over";37
"3046 Krødsherad (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2022";"Personer 16 år og over";44
"3046 Krødsherad (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2023";"Personer 16 år og over";60
"3046 Krødsherad (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2020";"Personer 16 år og over";46
"3046 Krødsherad (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2021";"Personer 16 år og over";51
"3046 Krødsherad (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2022";"Personer 16 år og over";55
"3046 Krødsherad (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2023";"Personer 16 år og over";61
"3046 Krødsherad (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2020";"Personer 16 år og over";11
"3046 Krødsherad (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2021";"Personer 16 år og over";13
"3046 Krødsherad (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2022";"Personer 16 år og over";10
"3046 Krødsherad (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2023";"Personer 16 år og over";9
"3046 Krødsherad (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2020";"Personer 16 år og over";7
"3046 Krødsherad (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2021";"Personer 16 år og over";8
"3046 Krødsherad (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2022";"Personer 16 år og over";5
"3046 Krødsherad (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2023";"Personer 16 år og over";4
"3046 Krødsherad (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2020";"Personer 16 år og over";4
"3046 Krødsherad (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2021";"Personer 16 år og over";5
"3046 Krødsherad (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2022";"Personer 16 år og over";5
"3046 Krødsherad (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2023";"Personer 16 år og over";5
"3047 Modum (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2020";"Personer 16 år og over";11707
"3047 Modum (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2021";"Personer 16 år og over";11897
"3047 Modum (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2022";"Personer 16 år og over";12123
"3047 Modum (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2023";"Personer 16 år og over";12247
"3047 Modum (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2020";"Personer 16 år og over";5818
"3047 Modum (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2021";"Personer 16 år og over";5908
"3047 Modum (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2022";"Personer 16 år og over";6030
"3047 Modum (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2023";"Personer 16 år og over";6084
"3047 Modum (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2020";"Personer 16 år og over";5889
"3047 Modum (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2021";"Personer 16 år og over";5989
"3047 Modum (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2022";"Personer 16 år og over";6093
"3047 Modum (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2023";"Personer 16 år og over";6163
"3047 Modum (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";3765
"3047 Modum (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";3770
"3047 Modum (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";3765
"3047 Modum (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";3750
"3047 Modum (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";1807
"3047 Modum (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";1813
"3047 Modum (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";1807
"3047 Modum (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";1773
"3047 Modum (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2020";"Personer 16 år og over";1958
"3047 Modum (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2021";"Personer 16 år og over";1957
"3047 Modum (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2022";"Personer 16 år og over";1958
"3047 Modum (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2023";"Personer 16 år og over";1977
"3047 Modum (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";4877
"3047 Modum (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";4923
"3047 Modum (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";4992
"3047 Modum (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";5041
"3047 Modum (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2020";"Personer 16 år og over";2235
"3047 Modum (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2021";"Personer 16 år og over";2224
"3047 Modum (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2022";"Personer 16 år og over";2247
"3047 Modum (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2023";"Personer 16 år og over";2278
"3047 Modum (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2020";"Personer 16 år og over";2642
"3047 Modum (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2021";"Personer 16 år og over";2699
"3047 Modum (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2022";"Personer 16 år og over";2745
"3047 Modum (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2023";"Personer 16 år og over";2763
"3047 Modum (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";371
"3047 Modum (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";392
"3047 Modum (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";408
"3047 Modum (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";430
"3047 Modum (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";130
"3047 Modum (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";144
"3047 Modum (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";148
"3047 Modum (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";158
"3047 Modum (2020-2023)";"11 Fagskolenivå";"1 Menn";"2020";"Personer 16 år og over";241
"3047 Modum (2020-2023)";"11 Fagskolenivå";"1 Menn";"2021";"Personer 16 år og over";248
"3047 Modum (2020-2023)";"11 Fagskolenivå";"1 Menn";"2022";"Personer 16 år og over";260
"3047 Modum (2020-2023)";"11 Fagskolenivå";"1 Menn";"2023";"Personer 16 år og over";272
"3047 Modum (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2020";"Personer 16 år og over";2118
"3047 Modum (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2021";"Personer 16 år og over";2185
"3047 Modum (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2022";"Personer 16 år og over";2267
"3047 Modum (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2023";"Personer 16 år og over";2304
"3047 Modum (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2020";"Personer 16 år og over";1366
"3047 Modum (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2021";"Personer 16 år og over";1415
"3047 Modum (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2022";"Personer 16 år og over";1472
"3047 Modum (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2023";"Personer 16 år og over";1501
"3047 Modum (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2020";"Personer 16 år og over";752
"3047 Modum (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2021";"Personer 16 år og over";770
"3047 Modum (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2022";"Personer 16 år og over";795
"3047 Modum (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2023";"Personer 16 år og over";803
"3047 Modum (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2020";"Personer 16 år og over";516
"3047 Modum (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2021";"Personer 16 år og over";568
"3047 Modum (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2022";"Personer 16 år og over";631
"3047 Modum (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2023";"Personer 16 år og over";669
"3047 Modum (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2020";"Personer 16 år og over";254
"3047 Modum (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2021";"Personer 16 år og over";287
"3047 Modum (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2022";"Personer 16 år og over";330
"3047 Modum (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2023";"Personer 16 år og over";350
"3047 Modum (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2020";"Personer 16 år og over";262
"3047 Modum (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2021";"Personer 16 år og over";281
"3047 Modum (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2022";"Personer 16 år og over";301
"3047 Modum (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2023";"Personer 16 år og over";319
"3047 Modum (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2020";"Personer 16 år og over";60
"3047 Modum (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2021";"Personer 16 år og over";59
"3047 Modum (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2022";"Personer 16 år og over";60
"3047 Modum (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2023";"Personer 16 år og over";53
"3047 Modum (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2020";"Personer 16 år og over";26
"3047 Modum (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2021";"Personer 16 år og over";25
"3047 Modum (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2022";"Personer 16 år og over";26
"3047 Modum (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2023";"Personer 16 år og over";24
"3047 Modum (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2020";"Personer 16 år og over";34
"3047 Modum (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2021";"Personer 16 år og over";34
"3047 Modum (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2022";"Personer 16 år og over";34
"3047 Modum (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2023";"Personer 16 år og over";29
"3048 Øvre Eiker (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2020";"Personer 16 år og over";16091
"3048 Øvre Eiker (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2021";"Personer 16 år og over";16340
"3048 Øvre Eiker (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2022";"Personer 16 år og over";16813
"3048 Øvre Eiker (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2023";"Personer 16 år og over";17006
