Dato;Nedbør m.m.pr døgn
25.01.2019;0
26.01.2019;0
27.01.2019;0
28.01.2019;0
29.01.2019;0
30.01.2019;0
31.01.2019;0
01.02.2019;0
02.02.2019;0
03.02.2019;0
04.02.2019;2,5
05.02.2019;0
06.02.2019;0
07.02.2019;0
24.02.2019;0,1
25.02.2019;0
26.02.2019;0
27.02.2019;0
28.02.2019;0,1
01.03.2019;0
02.03.2019;0
03.03.2019;5,1
04.03.2019;4,4
05.03.2019;2,4
06.03.2019;0,9
07.03.2019;1,2
08.03.2019;24,4
09.03.2019;1,7
18.03.2019;15,1
19.03.2019;0
20.03.2019;0
21.03.2019;0
22.03.2019;0
23.03.2019;0
24.03.2019;0
25.03.2019;0
26.03.2019;0
27.03.2019;0
28.03.2019;0
29.03.2019;0
30.03.2019;0
31.03.2019;2,3
01.04.2019;0
02.04.2019;0
03.04.2019;0
04.04.2019;0,1
05.04.2019;0
06.04.2019;0
07.04.2019;0
08.04.2019;0
09.04.2019;0
10.04.2019;0
11.04.2019;0
12.04.2019;0
13.04.2019;0
14.04.2019;0
15.04.2019;0
16.04.2019;0
17.04.2019;0
18.04.2019;0
19.04.2019;0
20.04.2019;0
21.04.2019;0
22.04.2019;0
23.04.2019;0
24.04.2019;0
25.04.2019;0
26.04.2019;0,9
27.04.2019;0,4
28.04.2019;11,8
29.04.2019;0
30.04.2019;0
01.05.2019;0
02.05.2019;0,2
03.05.2019;0
04.05.2019;0
05.05.2019;0
06.05.2019;0,9
07.05.2019;0,2
08.05.2019;0
09.05.2019;0,7
10.05.2019;12,2
11.05.2019;10,9
12.05.2019;0,6
13.05.2019;0
14.05.2019;0
15.05.2019;0
16.05.2019;0
17.05.2019;0
18.05.2019;8
19.05.2019;9,3
20.05.2019;0,1
21.05.2019;4,6
22.05.2019;2,5
23.05.2019;0
24.05.2019;10,6
25.05.2019;8,3
26.05.2019;0
27.05.2019;0
28.05.2019;0,4
29.05.2019;0,2
30.05.2019;0,1
31.05.2019;4,2
01.06.2019;2,2
02.06.2019;1,8
03.06.2019;5,8
04.06.2019;0
05.06.2019;0
06.06.2019;2
07.06.2019;13
08.06.2019;0
09.06.2019;10
10.06.2019;1,8
11.06.2019;0
12.06.2019;15,9
13.06.2019;15,1
14.06.2019;0,5
15.06.2019;3,1
16.06.2019;0
17.06.2019;0
18.06.2019;0
19.06.2019;0
20.06.2019;17
21.06.2019;0
22.06.2019;2,5
23.06.2019;0
24.06.2019;0
25.06.2019;0
26.06.2019;3,8
27.06.2019;6,8
28.06.2019;0
29.06.2019;0
30.06.2019;0
01.07.2019;0,2
02.07.2019;2,5
03.07.2019;0
04.07.2019;0
05.07.2019;1,8
06.07.2019;0
07.07.2019;2,6
08.07.2019;0,9
09.07.2019;0
10.07.2019;0
11.07.2019;0
12.07.2019;0
13.07.2019;0
14.07.2019;0
15.07.2019;0,1
16.07.2019;10,4
17.07.2019;0
18.07.2019;0
19.07.2019;0,6
20.07.2019;6,4
21.07.2019;6,3
22.07.2019;8,2
23.07.2019;3,6
24.07.2019;0
25.07.2019;0
26.07.2019;0
27.07.2019;0
28.07.2019;0
29.07.2019;0,4
30.07.2019;0
31.07.2019;1,5
01.08.2019;0
02.08.2019;0
03.08.2019;0
04.08.2019;0
05.08.2019;0
06.08.2019;0
07.08.2019;0
08.08.2019;0
09.08.2019;0
10.08.2019;2,9
11.08.2019;19,5
12.08.2019;2,6
13.08.2019;0
14.08.2019;3,9
15.08.2019;0
16.08.2019;1,8
17.08.2019;3,6
18.08.2019;14,2
19.08.2019;0,5
20.08.2019;24,8
21.08.2019;0
22.08.2019;0
23.08.2019;11,9
24.08.2019;0
25.08.2019;0
26.08.2019;0
27.08.2019;0
28.08.2019;0
29.08.2019;6,4
30.08.2019;7,3
31.08.2019;0
01.09.2019;31,4
02.09.2019;0
03.09.2019;1,3
04.09.2019;2,4
05.09.2019;31,5
06.09.2019;0,2
07.09.2019;19,2
08.09.2019;5,7
09.09.2019;0,2
10.09.2019;0,3
11.09.2019;4,5
12.09.2019;4,5
13.09.2019;0
14.09.2019;0
15.09.2019;0,3
16.09.2019;0
17.09.2019;0
18.09.2019;0
19.09.2019;0
20.09.2019;0
21.09.2019;0,1
22.09.2019;0
23.09.2019;0
24.09.2019;0
25.09.2019;0
26.09.2019;0
27.09.2019;3,2
28.09.2019;44,3
29.09.2019;15,8
30.09.2019;0,2
01.10.2019;3,1
02.10.2019;2,5
03.10.2019;0,2
04.10.2019;4,6
05.10.2019;0
06.10.2019;0
07.10.2019;0
08.10.2019;1,1
09.10.2019;5,8
10.10.2019;5,8
11.10.2019;0,4
12.10.2019;5,3
13.10.2019;0,4
14.10.2019;8,5
15.10.2019;0,8
16.10.2019;27,7
17.10.2019;11,3
18.10.2019;6
19.10.2019;9,6
20.10.2019;6,4
21.10.2019;12,5
22.10.2019;0
23.10.2019;0,6
24.10.2019;0
25.10.2019;7
26.10.2019;2,5
27.10.2019;0,3
28.10.2019;0
29.10.2019;0
30.10.2019;0
31.10.2019;0
01.11.2019;0
02.11.2019;0
03.11.2019;0
04.11.2019;0
05.11.2019;0
06.11.2019;0
07.11.2019;0
08.11.2019;0
09.11.2019;0
10.11.2019;0,8
11.11.2019;0,2
12.11.2019;0
13.11.2019;15,8
14.11.2019;0,4
15.11.2019;0,5
16.11.2019;0,2
17.11.2019;9
18.11.2019;2,2
19.11.2019;21
20.11.2019;11,9
21.11.2019;1,2
22.11.2019;11,1
23.11.2019;12,8
24.11.2019;1,6
25.11.2019;0
26.11.2019;2,8
27.11.2019;6,7
28.11.2019;7,2
29.11.2019;6,9
30.11.2019;0,3
01.12.2019;0
02.12.2019;0
03.12.2019;0
04.12.2019;0
05.12.2019;0
06.12.2019;4,5
07.12.2019;1,2
08.12.2019;0
09.12.2019;3,8
10.12.2019;3,7
11.12.2019;10,7
12.12.2019;0
13.12.2019;0
14.12.2019;0
15.12.2019;0
16.12.2019;0
17.12.2019;0
18.12.2019;0
19.12.2019;0
20.12.2019;0
21.12.2019;0
22.12.2019;0
23.12.2019;0
24.12.2019;0
25.12.2019;0
26.12.2019;0
27.12.2019;0
28.12.2019;0
29.12.2019;5,9
30.12.2019;0
31.12.2019;0
01.01.2020;0
02.01.2020;0
03.01.2020;0
04.01.2020;0
05.01.2020;0
06.01.2020;0
07.01.2020;0
08.01.2020;0,4
09.01.2020;0
10.01.2020;1,1
11.01.2020;0
12.01.2020;1,8
13.01.2020;0
14.01.2020;12,3
15.01.2020;9
16.01.2020;0
17.01.2020;0,9
18.01.2020;15,6
19.01.2020;0,8
20.01.2020;0
21.01.2020;0
22.01.2020;0
23.01.2020;0
24.01.2020;0
25.01.2020;0
26.01.2020;0
27.01.2020;0
28.01.2020;5,1
29.01.2020;4,6
30.01.2020;1,8
31.01.2020;0
01.02.2020;0,9
02.02.2020;0
03.02.2020;0
04.02.2020;0
05.02.2020;1,6
06.02.2020;0,1
07.02.2020;0
08.02.2020;0
09.02.2020;0,8
10.02.2020;16
11.02.2020;0
12.02.2020;0
13.02.2020;0
14.02.2020;0
15.02.2020;0,3
16.02.2020;11,8
17.02.2020;4,8
18.02.2020;0
19.02.2020;0
20.02.2020;0
21.02.2020;11,6
22.02.2020;0
23.02.2020;0,3
24.02.2020;0
25.02.2020;0
26.02.2020;0
27.02.2020;0
28.02.2020;0
29.02.2020;0
01.03.2020;0,1
02.03.2020;12
03.03.2020;7,7
04.03.2020;5,4
05.03.2020;3,4
06.03.2020;0,3
07.03.2020;0
08.03.2020;2,1
09.03.2020;2,8
10.03.2020;0
11.03.2020;10
12.03.2020;0
13.03.2020;0
14.03.2020;0
15.03.2020;2,3
16.03.2020;2,2
17.03.2020;0
18.03.2020;0
19.03.2020;0
20.03.2020;0,9
21.03.2020;0
22.03.2020;0
23.03.2020;0
24.03.2020;0
25.03.2020;0
26.03.2020;0
27.03.2020;0
28.03.2020;0
29.03.2020;0
30.03.2020;0
31.03.2020;0
01.04.2020;0
02.04.2020;0
03.04.2020;0
04.04.2020;0
05.04.2020;0,4
06.04.2020;1,7
07.04.2020;0,5
08.04.2020;0
09.04.2020;0
10.04.2020;0
11.04.2020;0
12.04.2020;8
13.04.2020;0
14.04.2020;0
15.04.2020;0
16.04.2020;0
17.04.2020;0
18.04.2020;0
19.04.2020;0
20.04.2020;0
21.04.2020;0
22.04.2020;0
23.04.2020;0
24.04.2020;0
25.04.2020;0
26.04.2020;0
27.04.2020;0,3
28.04.2020;21
29.04.2020;0
30.04.2020;0
01.05.2020;9,1
02.05.2020;2,6
03.05.2020;1,5
04.05.2020;2,7
05.05.2020;0
06.05.2020;0
07.05.2020;0
08.05.2020;0
09.05.2020;0
10.05.2020;12,1
11.05.2020;1,3
12.05.2020;0
13.05.2020;0
14.05.2020;0
15.05.2020;0
16.05.2020;0
17.05.2020;0
18.05.2020;0
19.05.2020;0
20.05.2020;0
21.05.2020;0
22.05.2020;0
23.05.2020;10,1
24.05.2020;4,8
25.05.2020;0
26.05.2020;0
27.05.2020;0
28.05.2020;0
29.05.2020;0
30.05.2020;0
31.05.2020;0
01.06.2020;0
02.06.2020;0
03.06.2020;0
04.06.2020;0,2
05.06.2020;2,3
06.06.2020;9
07.06.2020;18,9
08.06.2020;1,2
09.06.2020;0,9
10.06.2020;0
11.06.2020;0
12.06.2020;0
13.06.2020;0
14.06.2020;0
15.06.2020;0
16.06.2020;0
17.06.2020;0
18.06.2020;0
19.06.2020;0
20.06.2020;0
21.06.2020;7,8
22.06.2020;28,1
23.06.2020;0
24.06.2020;0
25.06.2020;0
26.06.2020;0
27.06.2020;0
28.06.2020;3,1
29.06.2020;11,8
30.06.2020;6,8
01.07.2020;6,2
02.07.2020;0,2
03.07.2020;0,2
04.07.2020;2,8
05.07.2020;0
06.07.2020;25,6
07.07.2020;2,6
08.07.2020;5,9
09.07.2020;0
10.07.2020;0
11.07.2020;4,9
12.07.2020;0
13.07.2020;0,1
14.07.2020;0,8
15.07.2020;2,3
16.07.2020;0
17.07.2020;0
18.07.2020;1,1
19.07.2020;6,8
20.07.2020;3,9
21.07.2020;4,1
22.07.2020;0
23.07.2020;3,9
24.07.2020;0
25.07.2020;0
26.07.2020;5,6
27.07.2020;11,8
28.07.2020;1,8
29.07.2020;12,9
30.07.2020;4
31.07.2020;0
01.08.2020;0
02.08.2020;0
03.08.2020;4,3
04.08.2020;0
05.08.2020;1,2
06.08.2020;7,1
07.08.2020;0
08.08.2020;0
09.08.2020;0
10.08.2020;0
11.08.2020;0
12.08.2020;0
13.08.2020;0
14.08.2020;0
15.08.2020;0
16.08.2020;0
17.08.2020;0
18.08.2020;0
19.08.2020;0
20.08.2020;0
21.08.2020;2
22.08.2020;10,8
23.08.2020;2,7
24.08.2020;2,7
25.08.2020;0
26.08.2020;0
27.08.2020;0
28.08.2020;0
29.08.2020;0,2
30.08.2020;0
31.08.2020;0
01.09.2020;0
02.09.2020;0
03.09.2020;0
04.09.2020;4,7
05.09.2020;0,1
06.09.2020;0
07.09.2020;0
08.09.2020;3,8
09.09.2020;6,2
10.09.2020;2,4
11.09.2020;0
12.09.2020;0,8
13.09.2020;0,1
14.09.2020;0
15.09.2020;0
16.09.2020;0
17.09.2020;0
18.09.2020;0
19.09.2020;0
20.09.2020;0
21.09.2020;0
22.09.2020;0
23.09.2020;0
24.09.2020;10,9
25.09.2020;13,1
26.09.2020;27,6
27.09.2020;3,4
28.09.2020;0
29.09.2020;1,5
30.09.2020;1,6
01.10.2020;0,2
02.10.2020;0,5
03.10.2020;0
04.10.2020;0
05.10.2020;20,9
06.10.2020;0,3
07.10.2020;14,4
08.10.2020;5,4
09.10.2020;2,5
10.10.2020;2,4
11.10.2020;31,3
12.10.2020;0
13.10.2020;0
14.10.2020;0
15.10.2020;0
16.10.2020;0
17.10.2020;0
18.10.2020;0
19.10.2020;0
20.10.2020;8,2
21.10.2020;21,5
22.10.2020;8,6
23.10.2020;12,3
24.10.2020;1,9
25.10.2020;7,1
26.10.2020;10,9
27.10.2020;23,6
28.10.2020;18,7
29.10.2020;3,8
30.10.2020;0
31.10.2020;0,3
15.11.2020;4,5
16.11.2020;21,6
17.11.2020;6,2
18.11.2020;2,3
19.11.2020;0,1
20.11.2020;0,7
21.11.2020;4,9
22.11.2020;0
23.11.2020;0
24.11.2020;0
25.11.2020;0
26.11.2020;0
27.11.2020;0
28.11.2020;0
29.11.2020;0
30.11.2020;0
01.12.2020;8,3
02.12.2020;0
03.12.2020;5
04.12.2020;2,4
05.12.2020;1,2
06.12.2020;1,7
07.12.2020;5,2
08.12.2020;4,4
09.12.2020;9,9
10.12.2020;4,5
11.12.2020;3,6
12.12.2020;0,3
13.12.2020;0,1
14.12.2020;4,9
15.12.2020;13,1
16.12.2020;11,1
17.12.2020;0
18.12.2020;2,4
19.12.2020;0,8
20.12.2020;1,2
21.12.2020;0,3
22.12.2020;1,4
23.12.2020;1,8
24.12.2020;0
25.12.2020;0
26.12.2020;0
27.12.2020;22,6
28.12.2020;35,4
29.12.2020;7,2
30.12.2020;0
31.12.2020;0
01.01.2021;0
02.01.2021;0,2
03.01.2021;0
04.01.2021;0
05.01.2021;0
06.01.2021;0
07.01.2021;0
08.01.2021;0
09.01.2021;0
10.01.2021;0
11.01.2021;0
12.01.2021;0
13.01.2021;0
14.01.2021;0
15.01.2021;0
16.01.2021;0
17.01.2021;0
18.01.2021;0
19.01.2021;0
20.01.2021;1,4
21.01.2021;12,7
22.01.2021;27,9
23.01.2021;9,6
24.01.2021;0
25.01.2021;0
26.01.2021;0
27.01.2021;0
28.01.2021;0
29.01.2021;0
30.01.2021;0
31.01.2021;0
01.02.2021;0
02.02.2021;0
03.02.2021;0
04.02.2021;0
05.02.2021;0
06.02.2021;0
07.02.2021;0
08.02.2021;0
09.02.2021;0
10.02.2021;0
11.02.2021;0
12.02.2021;0
13.02.2021;0
14.02.2021;0
15.02.2021;0
16.02.2021;0
17.02.2021;0
18.02.2021;0
19.02.2021;0
20.02.2021;15,9
21.02.2021;6,1
22.02.2021;0
23.02.2021;0
24.02.2021;0
25.02.2021;0,5
26.02.2021;0
27.02.2021;0
28.02.2021;0
01.03.2021;0
02.03.2021;0
03.03.2021;0
04.03.2021;0
05.03.2021;0
06.03.2021;0
07.03.2021;0
08.03.2021;0
09.03.2021;0
10.03.2021;0
11.03.2021;15,9
12.03.2021;14,5
13.03.2021;0
14.03.2021;0
15.03.2021;0,6
16.03.2021;0
17.03.2021;0
18.03.2021;0
19.03.2021;0
20.03.2021;0
21.03.2021;0
22.03.2021;0
23.03.2021;0
24.03.2021;0
25.03.2021;0
26.03.2021;0
27.03.2021;1,8
28.03.2021;2,6
29.03.2021;0,7
30.03.2021;0
31.03.2021;0
01.04.2021;0
02.04.2021;0
03.04.2021;0
04.04.2021;0
05.04.2021;0,4
06.04.2021;0
07.04.2021;0
08.04.2021;0
09.04.2021;0,3
10.04.2021;0
11.04.2021;0
12.04.2021;2,4
13.04.2021;1,3
14.04.2021;0
15.04.2021;0
16.04.2021;0
17.04.2021;0
18.04.2021;0
19.04.2021;0
20.04.2021;0
21.04.2021;0
22.04.2021;0,6
23.04.2021;0
24.04.2021;0
25.04.2021;0
26.04.2021;0
27.04.2021;0
28.04.2021;0
29.04.2021;0
30.04.2021;0
01.05.2021;0
02.05.2021;0
03.05.2021;0
04.05.2021;3,4
05.05.2021;1,2
06.05.2021;3,1
07.05.2021;0
08.05.2021;0
09.05.2021;0,7
10.05.2021;9
11.05.2021;9,9
12.05.2021;2,7
13.05.2021;16,2
14.05.2021;1,5
15.05.2021;3
16.05.2021;6
17.05.2021;2,1
18.05.2021;10,3
19.05.2021;0
20.05.2021;0
21.05.2021;0,4
22.05.2021;0
23.05.2021;7,4
24.05.2021;10,7
25.05.2021;2,4
26.05.2021;1,6
27.05.2021;4,6
28.05.2021;0
29.05.2021;0
30.05.2021;0
31.05.2021;0
01.06.2021;0
02.06.2021;0
03.06.2021;0
04.06.2021;0
05.06.2021;0
06.06.2021;0
07.06.2021;0,1
08.06.2021;0
09.06.2021;0
10.06.2021;0,1
11.06.2021;0,4
12.06.2021;0
13.06.2021;0
14.06.2021;0,3
15.06.2021;7,5
16.06.2021;0
17.06.2021;0
18.06.2021;21,5
19.06.2021;0,7
20.06.2021;2
21.06.2021;10,7
22.06.2021;5,4
23.06.2021;0,3
24.06.2021;0
25.06.2021;0
26.06.2021;0
27.06.2021;0
28.06.2021;0
29.06.2021;0,1
30.06.2021;4,6
01.07.2021;0
02.07.2021;0
03.07.2021;0
04.07.2021;0
05.07.2021;4,4
06.07.2021;11
07.07.2021;16,8
08.07.2021;0
09.07.2021;0
10.07.2021;2,1
11.07.2021;5,1
12.07.2021;0
13.07.2021;0
14.07.2021;0
15.07.2021;8,2
16.07.2021;0
17.07.2021;0
18.07.2021;0
19.07.2021;0
20.07.2021;0
21.07.2021;0
22.07.2021;0
23.07.2021;0
24.07.2021;0
25.07.2021;0
26.07.2021;0
27.07.2021;17
28.07.2021;23,7
29.07.2021;6,2
30.07.2021;10,7
31.07.2021;0
01.08.2021;0
02.08.2021;2,2
03.08.2021;0
04.08.2021;0
05.08.2021;0
06.08.2021;0
07.08.2021;0
08.08.2021;0
09.08.2021;0
10.08.2021;5,3
11.08.2021;0
12.08.2021;0
13.08.2021;0
14.08.2021;1
15.08.2021;0,4
16.08.2021;0,2
17.08.2021;2,9
18.08.2021;0
19.08.2021;0
20.08.2021;0
21.08.2021;0
22.08.2021;0
23.08.2021;0
24.08.2021;0
25.08.2021;0
26.08.2021;0
27.08.2021;0
28.08.2021;0
29.08.2021;0
30.08.2021;0
31.08.2021;0
01.09.2021;0
02.09.2021;0
03.09.2021;0
04.09.2021;0
05.09.2021;0
06.09.2021;0
07.09.2021;0
08.09.2021;0
09.09.2021;0
10.09.2021;0
11.09.2021;0
12.09.2021;2,5
13.09.2021;6,7
14.09.2021;0
15.09.2021;0
16.09.2021;3,9
17.09.2021;0,8
18.09.2021;0
19.09.2021;0
20.09.2021;0
21.09.2021;2,8
22.09.2021;0,1
23.09.2021;2,6
24.09.2021;0,2
25.09.2021;0,6
26.09.2021;0
27.09.2021;0,1
28.09.2021;18,8
29.09.2021;0
30.09.2021;13,2
01.10.2021;10,2
02.10.2021;28,5
03.10.2021;6,1
04.10.2021;28
05.10.2021;10,3
06.10.2021;1,8
07.10.2021;0
08.10.2021;0
09.10.2021;0
10.10.2021;0
11.10.2021;0
12.10.2021;0
13.10.2021;0
14.10.2021;0,3
15.10.2021;0
16.10.2021;0
17.10.2021;0
18.10.2021;0
19.10.2021;5,1
20.10.2021;9,2
21.10.2021;0
22.10.2021;0
23.10.2021;0
24.10.2021;0
25.10.2021;0
26.10.2021;0,5
27.10.2021;5,9
28.10.2021;1,1
29.10.2021;0,3
30.10.2021;0,7
31.10.2021;8,9
01.11.2021;14,8
02.11.2021;3,8
03.11.2021;0,1
04.11.2021;0
05.11.2021;0
06.11.2021;0,1
07.11.2021;7,6
08.11.2021;2,2
09.11.2021;2,1
10.11.2021;2,3
11.11.2021;0,1
12.11.2021;0
13.11.2021;0,5
14.11.2021;0
15.11.2021;0,4
16.11.2021;0
17.11.2021;0,4
18.11.2021;2,8
19.11.2021;0
20.11.2021;0
21.11.2021;0
22.11.2021;0
23.11.2021;0
24.11.2021;0
25.11.2021;0
26.11.2021;0
27.11.2021;0
28.11.2021;0
29.11.2021;0
30.11.2021;0
01.12.2021;0
02.12.2021;0
03.12.2021;0
04.12.2021;0
05.12.2021;0
06.12.2021;0
07.12.2021;0
08.12.2021;0
09.12.2021;0
10.12.2021;0
11.12.2021;2,9
12.12.2021;5,3
13.12.2021;2,8
14.12.2021;1
15.12.2021;0,1
16.12.2021;0,2
17.12.2021;0
18.12.2021;0
19.12.2021;0,1
20.12.2021;0
21.12.2021;0
22.12.2021;0
23.12.2021;0
24.12.2021;0
25.12.2021;0
26.12.2021;0
27.12.2021;0
28.12.2021;0
29.12.2021;0
30.12.2021;0
31.12.2021;0
01.01.2022;0
02.01.2022;0
03.01.2022;1,9
04.01.2022;11,9
05.01.2022;0,3
06.01.2022;0
07.01.2022;0
08.01.2022;0
09.01.2022;0
10.01.2022;0
11.01.2022;1,4
12.01.2022;13,9
13.01.2022;0
14.01.2022;0
15.01.2022;0
16.01.2022;0
17.01.2022;0
18.01.2022;0
19.01.2022;0
20.01.2022;0,4
21.01.2022;0
22.01.2022;0
23.01.2022;0
24.01.2022;0
25.01.2022;0,1
26.01.2022;0
27.01.2022;0
28.01.2022;0
29.01.2022;0,3
30.01.2022;0
31.01.2022;0
01.02.2022;0
02.02.2022;0
03.02.2022;2,8
04.02.2022;3,2
05.02.2022;7,7
06.02.2022;0
07.02.2022;0
08.02.2022;0
09.02.2022;0
10.02.2022;0
11.02.2022;0
12.02.2022;0
13.02.2022;0,2
14.02.2022;7,1
15.02.2022;21,5
16.02.2022;5,9
17.02.2022;0,5
18.02.2022;0
19.02.2022;0
20.02.2022;0
21.02.2022;0
22.02.2022;0,6
23.02.2022;0
24.02.2022;3,3
25.02.2022;0
26.02.2022;0
27.02.2022;0
28.02.2022;0
01.03.2022;1,1
02.03.2022;0
03.03.2022;0
04.03.2022;0
05.03.2022;0
06.03.2022;0
07.03.2022;0
08.03.2022;0
09.03.2022;0
10.03.2022;0
11.03.2022;0
12.03.2022;0
13.03.2022;0
14.03.2022;0
15.03.2022;0
16.03.2022;0
17.03.2022;0
18.03.2022;4
19.03.2022;0
20.03.2022;0
21.03.2022;0
22.03.2022;0
23.03.2022;0
24.03.2022;0
25.03.2022;0
26.03.2022;0
27.03.2022;0
28.03.2022;0
29.03.2022;0
30.03.2022;0
31.03.2022;0
01.04.2022;0
02.04.2022;0
03.04.2022;0
04.04.2022;0,6
05.04.2022;3,5
06.04.2022;0
07.04.2022;0
08.04.2022;0
09.04.2022;0
10.04.2022;0
11.04.2022;0
12.04.2022;0
13.04.2022;0
14.04.2022;6,1
15.04.2022;0
16.04.2022;0
17.04.2022;0
18.04.2022;0
19.04.2022;0
20.04.2022;0
21.04.2022;0
22.04.2022;0
23.04.2022;0
24.04.2022;0
25.04.2022;0
26.04.2022;0
27.04.2022;0
28.04.2022;0
29.04.2022;0
30.04.2022;0
01.05.2022;0
02.05.2022;0
03.05.2022;0
04.05.2022;0
05.05.2022;0
06.05.2022;0
07.05.2022;0,6
08.05.2022;0
09.05.2022;0
10.05.2022;0,8
11.05.2022;0,8
12.05.2022;0,6
13.05.2022;0
14.05.2022;1,3
15.05.2022;0
16.05.2022;0
17.05.2022;0
18.05.2022;0
19.05.2022;0,3
20.05.2022;0
21.05.2022;0,1
22.05.2022;2,1
23.05.2022;0,2
24.05.2022;0
25.05.2022;6,1
26.05.2022;28,3
27.05.2022;2
28.05.2022;0,3
29.05.2022;0
30.05.2022;1
31.05.2022;7
01.06.2022;2,3
02.06.2022;1
03.06.2022;0
04.06.2022;5,4
05.06.2022;0
06.06.2022;0
07.06.2022;0
08.06.2022;16
09.06.2022;4,1
10.06.2022;0
11.06.2022;0
12.06.2022;19,9
13.06.2022;1,2
14.06.2022;0,6
15.06.2022;0
16.06.2022;0,3
17.06.2022;1,1
18.06.2022;5,5
19.06.2022;0
20.06.2022;0
21.06.2022;0
22.06.2022;0
23.06.2022;0
24.06.2022;0
25.06.2022;0
26.06.2022;0,5
27.06.2022;2,9
28.06.2022;20,8
29.06.2022;0,7
30.06.2022;0
01.07.2022;0
02.07.2022;25,4
03.07.2022;0
04.07.2022;2,2
05.07.2022;0
06.07.2022;0
07.07.2022;8,6
08.07.2022;0
09.07.2022;0
10.07.2022;0
11.07.2022;0
12.07.2022;0
13.07.2022;0
14.07.2022;14,5
15.07.2022;0
16.07.2022;0
17.07.2022;0
18.07.2022;1
19.07.2022;0
20.07.2022;0
21.07.2022;0,3
22.07.2022;0
23.07.2022;10,4
24.07.2022;0
25.07.2022;1,1
26.07.2022;0,7
27.07.2022;0
28.07.2022;0
29.07.2022;0
30.07.2022;0
31.07.2022;0
01.08.2022;7,8
02.08.2022;0
03.08.2022;8,1
04.08.2022;0
05.08.2022;0,7
06.08.2022;0
07.08.2022;0
08.08.2022;0
09.08.2022;0
10.08.2022;0
11.08.2022;0
12.08.2022;0
13.08.2022;0
14.08.2022;0
15.08.2022;0
16.08.2022;22,6
17.08.2022;13,2
18.08.2022;0,1
19.08.2022;1
20.08.2022;0,1
21.08.2022;0
22.08.2022;1,1
23.08.2022;0
24.08.2022;0
25.08.2022;0
26.08.2022;0
27.08.2022;2,8
28.08.2022;0,1
29.08.2022;0
30.08.2022;0
31.08.2022;0
01.09.2022;0
02.09.2022;0
03.09.2022;2,6
04.09.2022;3,5
05.09.2022;0
06.09.2022;0
07.09.2022;0
08.09.2022;0
09.09.2022;0
10.09.2022;0,6
11.09.2022;0,4
12.09.2022;0
13.09.2022;26,1
14.09.2022;0,6
15.09.2022;9,1
16.09.2022;0
17.09.2022;0
18.09.2022;0
19.09.2022;0
20.09.2022;0
21.09.2022;0
22.09.2022;0
23.09.2022;0,9
24.09.2022;8
25.09.2022;0
26.09.2022;2,9
27.09.2022;14,8
28.09.2022;0,2
29.09.2022;0
30.09.2022;0
01.10.2022;2,2
02.10.2022;4,6
03.10.2022;0,1
04.10.2022;0,1
05.10.2022;0
06.10.2022;5,4
07.10.2022;0
08.10.2022;0,1
09.10.2022;0
10.10.2022;0
11.10.2022;0,4
12.10.2022;0
13.10.2022;2,6
14.10.2022;6,8
15.10.2022;8,8
16.10.2022;9,9
17.10.2022;9,1
18.10.2022;6,5
19.10.2022;0,3
20.10.2022;0
21.10.2022;0
22.10.2022;0
23.10.2022;0
24.10.2022;0,8
25.10.2022;13,4
26.10.2022;2,2
27.10.2022;1,4
28.10.2022;0,2
29.10.2022;7,1
30.10.2022;0
31.10.2022;1,4
01.11.2022;0,1
02.11.2022;7,3
03.11.2022;4,8
04.11.2022;7,2
05.11.2022;7,6
06.11.2022;5,3
07.11.2022;15,7
08.11.2022;6,2
09.11.2022;11,2
10.11.2022;0,2
11.11.2022;1,4
12.11.2022;0
13.11.2022;0
14.11.2022;0,1
15.11.2022;0
16.11.2022;0
17.11.2022;0
18.11.2022;0
19.11.2022;0
20.11.2022;0
21.11.2022;0
22.11.2022;0
23.11.2022;2
24.11.2022;2
25.11.2022;4,4
26.11.2022;0,2
27.11.2022;5,3
28.11.2022;1,5
29.11.2022;0,6
30.11.2022;1,2
01.12.2022;0,1
02.12.2022;0
03.12.2022;0
04.12.2022;0
05.12.2022;0
06.12.2022;0
07.12.2022;0
08.12.2022;0
09.12.2022;0
10.12.2022;0
11.12.2022;0
12.12.2022;0
13.12.2022;0
14.12.2022;0
15.12.2022;0
16.12.2022;0
17.12.2022;0
18.12.2022;0
19.12.2022;1,2
20.12.2022;0
21.12.2022;11,6
22.12.2022;15,2
23.12.2022;11,5
24.12.2022;0
25.12.2022;0
26.12.2022;7
27.12.2022;24
28.12.2022;0,2
29.12.2022;0
30.12.2022;6,9
31.12.2022;9,7
01.01.2023;0
02.01.2023;0
03.01.2023;0
10.01.2023;5,2
11.01.2023;13,4
12.01.2023;0,9
13.01.2023;8,2
14.01.2023;7
15.01.2023;9,8
16.01.2023;3,8
17.01.2023;3,3
18.01.2023;2,1
19.01.2023;3,5
20.01.2023;0
21.01.2023;0,1
22.01.2023;0
23.01.2023;0
24.01.2023;0
25.01.2023;2,4
26.01.2023;0
27.01.2023;0
28.01.2023;0
29.01.2023;0
30.01.2023;0
31.01.2023;0
01.02.2023;0
02.02.2023;0
03.02.2023;0
04.02.2023;0
05.02.2023;1,8
06.02.2023;1,4
07.02.2023;0
08.02.2023;0
09.02.2023;0,3
10.02.2023;0
11.02.2023;0
12.02.2023;0
13.02.2023;0
14.02.2023;0
15.02.2023;0
